user_id,age,location,signup_date,total_purchases,total_events
4417,35,West Donnaport,2025-12-25,11.0,27
4418,46,West Alexandraville,2025-06-18,3.0,14
4419,38,Carlychester,2024-05-21,5.0,16
4420,58,South Christopherborough,2024-05-19,4.0,25
4421,41,Garciaburgh,2025-08-12,3.0,20
4422,20,Heatherville,2025-12-11,2.0,17
4423,53,East Ryan,2024-09-22,7.0,19
4424,34,Andrewsmouth,2025-01-23,6.0,14
4425,39,Butlerview,2024-06-03,2.0,17
4426,40,Port Anna,2024-04-26,3.0,18
4427,42,East Christina,2026-01-29,5.0,20
4428,60,West Lawrence,2024-12-31,4.0,17
4429,51,Wallmouth,2024-04-25,9.0,24
4430,45,Maxwellville,2025-04-01,8.0,21
4431,54,Johnborough,2025-04-24,6.0,19
4432,41,North Maria,2024-07-10,4.0,12
4433,25,South Nicoleborough,2025-09-02,4.0,27
4434,24,West Jeffreyberg,2025-12-14,6.0,23
4435,31,Lake Eric,2025-08-25,5.0,24
4436,35,North Vanessa,2026-03-02,7.0,28
4437,38,West Vicki,2024-03-11,5.0,18
4438,60,West Elizabeth,2025-12-11,5.0,20
4439,35,Campbellview,2025-03-04,2.0,21
4440,41,South Davidhaven,2025-04-07,4.0,19
4441,34,East Jose,2024-09-03,3.0,24
4442,39,South Michaelview,2026-01-02,4.0,16
4443,29,Cynthiaville,2024-10-09,8.0,19
4444,36,Burnston,2024-03-21,7.0,24
4445,39,North Debra,2025-05-23,8.0,19
4446,18,New Krystal,2025-08-08,7.0,25
4447,32,Anthonyborough,2025-11-15,5.0,23
4448,19,Port Reginald,2025-05-07,4.0,21
4449,53,West Emily,2026-02-01,5.0,26
4450,54,Royville,2025-03-05,3.0,12
4451,36,Ritaport,2024-03-29,3.0,22
4452,27,West Stephanieborough,2024-06-04,5.0,22
4453,26,West Cherylstad,2024-10-31,5.0,13
4454,23,East Ashleyland,2025-04-16,4.0,27
4455,28,Jamieberg,2026-01-07,5.0,23
4456,58,North Scottchester,2025-08-07,4.0,13
4457,35,Port Lauren,2024-07-22,7.0,24
4458,41,Ewingside,2025-09-06,2.0,13
4459,20,Cynthiaberg,2025-10-08,5.0,27
4460,58,Thomastown,2024-06-03,3.0,17
4461,55,Port Andrewmouth,2025-10-14,6.0,14
4462,39,Lake Brandytown,2024-09-08,4.0,18
4463,30,New Michael,2024-05-05,9.0,32
4464,44,North David,2024-07-22,10.0,17
4465,50,Meltontown,2024-08-31,4.0,23
4466,44,Joshuaton,2025-01-28,6.0,17
4467,36,West Richard,2025-02-18,7.0,27
4468,45,Penachester,2024-10-30,1.0,15
4469,37,Smithberg,2025-03-18,6.0,27
4470,56,North Shaun,2025-10-25,5.0,19
4471,45,West Michael,2025-11-25,6.0,18
4472,46,Taylormouth,2024-04-30,11.0,26
4473,28,North Miguelchester,2024-10-28,8.0,24
4474,51,North Tracy,2025-08-17,7.0,27
4475,38,Port Bryan,2025-08-30,4.0,18
4476,46,Kimberlyport,2024-10-26,3.0,14
4477,53,Lake Brookeport,2024-09-02,5.0,27
4478,51,North Melanieborough,2025-06-21,13.0,25
4479,33,Robertport,2024-09-16,1.0,18
4480,46,Port Robert,2024-09-26,3.0,19
4481,59,Monroemouth,2025-02-18,7.0,23
4482,39,Port Anthony,2024-08-15,6.0,24
4483,37,Lake Timothychester,2024-10-19,2.0,13
4484,27,East Karenview,2025-12-13,6.0,15
4485,19,Bakermouth,2024-05-14,3.0,15
4486,25,North Kenneth,2025-01-15,4.0,18
4487,50,Johnmouth,2025-05-03,4.0,21
4488,43,Bethland,2025-10-13,8.0,21
4489,43,Port Natalie,2025-02-14,6.0,18
4490,40,Amandafurt,2024-10-25,5.0,19
4491,21,Harrisland,2025-07-07,12.0,24
4492,19,Ashleyburgh,2025-08-18,9.0,27
4493,40,Port John,2024-05-23,4.0,18
4494,50,Jessicachester,2024-07-29,3.0,12
4495,29,Lake Joseph,2024-08-07,2.0,11
4496,21,Wheelerport,2026-02-28,6.0,16
4497,22,Port Kaylaburgh,2024-12-22,5.0,28
4498,49,Jennifermouth,2026-03-03,4.0,26
4499,34,Lake Jackport,2025-02-05,3.0,20
4500,27,Nataliefort,2026-02-06,6.0,21
4501,31,East Alexander,2026-02-03,4.0,13
4502,39,Bryantmouth,2024-12-25,5.0,26
4503,52,Port Paulaburgh,2024-10-22,3.0,17
4504,40,North Robinstad,2026-02-13,3.0,21
4505,33,New Jamesside,2025-06-11,5.0,24
4506,36,Lake Mary,2025-02-18,4.0,19
4507,54,Lake James,2025-04-25,4.0,19
4508,57,Port Sheliatown,2024-12-29,8.0,25
4509,56,Grayhaven,2024-06-19,5.0,9
4510,59,Candiceborough,2024-07-02,6.0,24
4511,49,East Christopherville,2024-06-30,5.0,14
4512,43,Randallburgh,2025-08-28,2.0,18
4513,21,East Gary,2025-06-16,9.0,21
4514,21,East Jillland,2024-06-30,6.0,24
4515,51,Benjaminborough,2025-12-15,5.0,21
4516,60,Zacharyton,2024-08-28,3.0,16
4517,42,Evansport,2024-07-26,3.0,25
4518,35,Alexandermouth,2024-06-24,5.0,22
4519,43,New Francisco,2024-09-07,7.0,21
4520,23,North Jefferyburgh,2025-02-01,5.0,19
4521,22,North Michaelfort,2026-02-17,7.0,24
4522,18,Parkerland,2024-08-16,7.0,21
4523,50,West Elizabethchester,2026-03-09,2.0,16
4524,33,Rodriguezberg,2025-08-10,3.0,17
4525,27,Stuartview,2025-10-06,3.0,9
4526,45,Lake Michelleton,2025-01-03,11.0,29
4527,51,New Andrewborough,2024-05-08,5.0,17
4528,20,Ronaldberg,2025-05-09,5.0,16
4529,44,Collinschester,2024-04-04,6.0,18
4530,47,South Jamie,2025-12-10,5.0,27
4531,38,East Kathleen,2025-06-20,1.0,23
4532,60,Tylerborough,2024-07-22,4.0,15
4533,45,Schultzfort,2025-12-11,4.0,14
4534,34,Port Stevenbury,2026-01-27,5.0,23
4535,33,Willieport,2025-11-26,5.0,16
4536,51,Carrieton,2024-07-21,7.0,16
4537,47,Barronland,2025-08-17,6.0,21
4538,59,Port Miaburgh,2026-03-01,8.0,22
4539,37,Wellshaven,2024-08-15,3.0,23
4540,34,West Shawnmouth,2025-10-28,4.0,18
4541,58,West Lisa,2024-03-15,4.0,20
4542,42,Lake Christopher,2025-12-25,9.0,13
4543,49,Jeffreyfurt,2025-04-07,7.0,23
4544,53,Stacyberg,2025-08-04,7.0,22
4545,42,Lake Rebecca,2024-10-08,5.0,17
4546,33,Lowemouth,2025-08-18,1.0,19
4547,44,Victoriaside,2025-12-21,6.0,30
4548,36,Nicholasstad,2024-04-06,5.0,17
4549,36,Kingstad,2024-08-04,5.0,19
4550,41,Johnnymouth,2025-08-19,7.0,23
4551,49,Osborneberg,2024-08-27,5.0,21
4552,53,East Yvonne,2025-09-21,7.0,22
4553,29,Cynthiafurt,2024-09-02,4.0,15
4554,24,East Donald,2025-11-13,5.0,17
4555,39,East Amandaberg,2024-12-07,8.0,16
4556,37,Port Connie,2024-11-11,4.0,26
4557,46,New Lauren,2024-12-01,1.0,14
4558,48,Rachelberg,2024-12-08,2.0,20
4559,38,Brownfurt,2024-11-21,8.0,21
4560,59,South Jacqueline,2024-06-13,5.0,18
4561,51,Sarahburgh,2025-03-13,4.0,16
4562,38,Port Pamela,2025-11-01,5.0,21
4563,47,New Jose,2024-09-27,1.0,14
4564,33,West Theresaview,2024-11-21,3.0,18
4565,21,Batesfurt,2024-06-25,2.0,23
4566,45,Maureenfort,2024-07-18,6.0,20
4567,44,Masonton,2026-01-03,4.0,21
4568,21,Annmouth,2025-05-22,5.0,23
4569,32,Angelahaven,2025-09-19,5.0,17
4570,51,East Danielberg,2025-05-29,7.0,15
4571,22,Jerryville,2024-08-27,7.0,25
4572,57,East Lauraport,2024-11-05,4.0,14
4573,56,West James,2024-03-14,7.0,19
4574,42,Taylorville,2025-01-19,4.0,14
4575,50,Hernandezton,2024-08-22,4.0,20
4576,21,Wolfeburgh,2024-08-11,4.0,14
4577,34,Port Courtneymouth,2025-10-03,4.0,19
4578,32,Scotttown,2026-02-07,10.0,27
4579,27,Yeseniaton,2025-02-09,7.0,14
4580,54,Port Christopher,2025-07-11,6.0,20
4581,47,West Nicolemouth,2025-11-25,2.0,15
4582,34,Wilsontown,2025-03-25,5.0,19
4583,35,South Tristan,2024-12-21,4.0,23
4584,32,Markbury,2024-10-04,10.0,28
4585,41,Port Bobby,2025-10-21,5.0,13
4586,28,Port Mitchell,2026-02-25,2.0,20
4587,46,Jackiehaven,2024-12-27,9.0,26
4588,24,Howellport,2025-03-25,8.0,23
4589,44,Powellmouth,2025-12-13,7.0,28
4590,39,Scottside,2026-01-17,5.0,22
4591,46,Masonchester,2024-05-30,2.0,17
4592,25,Christopherton,2025-09-23,7.0,15
4593,45,Port Jill,2024-04-22,3.0,15
4594,23,New Richard,2025-09-13,6.0,22
4595,30,Port Austin,2024-03-16,2.0,21
4596,34,Sarahburgh,2025-12-26,7.0,18
4597,27,Shannonville,2025-10-19,10.0,27
4598,56,New Daryl,2025-02-28,4.0,19
4599,22,North Jacquelineborough,2025-06-18,9.0,21
4600,36,South Cory,2026-02-19,1.0,15
4601,40,Schultzbury,2024-05-16,3.0,12
4602,54,North David,2024-04-19,5.0,23
4603,39,Garzaland,2025-06-13,4.0,17
4604,40,East Austinburgh,2025-11-27,14.0,32
4605,48,Russellshire,2024-09-25,7.0,21
4606,39,North Jill,2024-09-15,3.0,19
4607,30,West Samanthamouth,2025-05-07,2.0,15
4608,35,Velezville,2025-08-20,5.0,21
4609,39,Martinton,2024-05-30,4.0,20
4610,30,South Thomas,2025-08-16,4.0,23
4611,41,Morganshire,2025-10-26,7.0,28
4612,41,Harrisport,2025-10-15,8.0,26
4613,18,South Davidbury,2025-09-28,6.0,22
4614,43,Carrollberg,2025-08-27,6.0,16
4615,40,Meganville,2025-04-25,7.0,23
4616,36,South Kristiville,2024-04-07,2.0,15
4617,57,Martinland,2025-12-19,5.0,25
4618,35,Deanton,2025-10-21,7.0,24
4619,38,Benjaminchester,2024-06-01,4.0,13
4620,49,Clarkborough,2026-01-19,8.0,23
4621,43,Phillipton,2026-02-22,2.0,9
4622,36,Rogersfurt,2026-01-28,6.0,23
4623,60,Nicolehaven,2025-07-25,5.0,22
4624,40,Jordanmouth,2025-12-20,3.0,26
4625,37,Stacyland,2024-03-15,3.0,18
4626,44,West Amandastad,2024-12-12,5.0,17
4627,38,North Katherine,2025-04-03,5.0,22
4628,26,Brookehaven,2024-08-16,5.0,30
4629,58,Ramirezfurt,2024-09-07,6.0,17
4630,49,Raymondmouth,2025-03-24,9.0,18
4631,52,Trevorton,2024-07-02,1.0,17
4632,22,Donfurt,2025-05-18,4.0,19
4633,19,East Kevin,2026-02-27,5.0,18
4634,57,South Allen,2025-01-01,5.0,21
4635,32,Alexaside,2024-04-02,6.0,27
4636,30,Nguyenburgh,2024-03-28,7.0,21
4637,41,West Shannon,2024-06-14,5.0,15
4638,31,Jodiview,2025-12-20,7.0,27
4639,28,Patrickside,2024-08-18,5.0,24
4640,20,Anthonyborough,2024-12-08,3.0,18
4641,32,South Michelemouth,2024-04-03,9.0,26
4642,32,South Dominic,2025-04-12,7.0,22
4643,45,Port Jessicaville,2024-08-18,6.0,15
4644,44,Lake Monicafurt,2024-07-29,4.0,11
4645,36,Zacharymouth,2025-10-21,4.0,13
4646,32,Leachview,2024-11-23,7.0,20
4647,38,Carolineville,2025-01-30,6.0,21
4648,29,Patrickburgh,2025-10-29,3.0,15
4649,40,South Patrickborough,2025-03-09,5.0,13
4650,52,Lake Danny,2024-11-23,4.0,24
4651,42,Krauseshire,2024-05-04,4.0,19
4652,59,East Sara,2024-12-31,5.0,22
4653,41,East Jamie,2024-10-08,4.0,22
4654,48,Richardsonville,2025-05-09,0.0,11
4655,41,Elizabethport,2025-01-29,3.0,20
4656,53,East Peggy,2025-12-10,10.0,25
4657,28,Hinesview,2025-09-19,5.0,17
4658,43,North Shelby,2025-05-05,8.0,23
4659,29,New Amber,2025-01-04,4.0,32
4660,46,Frazierport,2025-10-25,9.0,24
4661,38,Jillport,2025-04-15,11.0,23
4662,25,Wallacebury,2024-05-30,4.0,19
4663,38,Colemouth,2025-10-30,3.0,14
4664,20,Brewerstad,2024-06-23,4.0,22
4665,35,New Johnathan,2025-04-14,4.0,19
4666,30,West Jason,2026-01-14,4.0,26
4667,38,East Ariel,2026-02-02,5.0,20
4668,27,West Saraberg,2025-01-15,2.0,25
4669,37,Bradleyview,2024-10-28,5.0,19
4670,20,New Krista,2025-07-27,9.0,24
4671,34,New Davidborough,2025-12-05,5.0,22
4672,26,Thomastown,2025-06-22,6.0,28
4673,21,Emilyborough,2024-04-22,4.0,25
4674,34,Garyfurt,2025-05-17,5.0,21
4675,23,Greenview,2026-01-22,9.0,32
4676,23,Smithmouth,2026-02-16,9.0,22
4677,19,Kathleenchester,2025-10-28,5.0,19
4678,38,South Michael,2024-11-28,5.0,28
4679,44,Davisberg,2024-03-18,3.0,19
4680,51,Fernandezborough,2025-04-11,8.0,17
4681,51,Gamblefort,2025-08-29,3.0,16
4682,54,Lake Miguel,2024-07-27,2.0,20
4683,36,Tylerview,2026-01-29,9.0,25
4684,29,New Dennisbury,2024-04-16,9.0,27
4685,53,Wrightbury,2026-02-12,7.0,16
4686,18,Davidsonburgh,2024-06-22,10.0,21
4687,28,Gabrielland,2024-04-14,4.0,20
4688,22,East Kaitlyn,2026-01-03,5.0,22
4689,49,Mcmillanmouth,2025-07-10,8.0,23
4690,49,Samuelview,2024-09-18,4.0,20
4691,31,West Saraton,2025-08-29,4.0,16
4692,56,Lake William,2025-03-18,3.0,18
4693,47,Lake Robert,2026-02-20,3.0,16
4694,30,Matthewmouth,2024-04-27,8.0,20
4695,29,Martinezchester,2025-03-11,7.0,18
4696,29,Lake Maryhaven,2025-10-26,8.0,22
4697,27,South Kellyview,2025-10-05,3.0,16
4698,34,Johnathanville,2024-05-06,2.0,16
4699,34,Port Jeffrey,2025-05-14,5.0,16
4700,28,Lake Margaret,2025-08-23,4.0,20
4701,53,North Angela,2025-09-16,4.0,25
4702,52,Mullinstown,2024-10-11,5.0,20
4703,43,Judithport,2024-07-31,10.0,24
4704,51,Lake Matthewhaven,2025-01-11,3.0,21
4705,55,Port Colleen,2024-11-06,3.0,19
4706,27,South Bettymouth,2025-06-05,6.0,20
4707,41,Chelseaside,2024-10-15,7.0,17
4708,38,Rivastown,2025-07-30,6.0,25
4709,54,Richardsonstad,2024-12-19,5.0,16
4710,31,Port Jaredmouth,2025-09-04,7.0,18
4711,26,North Charleston,2026-01-11,6.0,23
4712,53,Nelsonton,2025-05-04,6.0,25
4713,48,Madisonbury,2026-02-07,9.0,24
4714,26,Hahnberg,2024-10-07,3.0,15
4715,38,West Michaelberg,2025-05-17,2.0,15
4716,45,North Tracy,2024-06-11,5.0,15
4717,26,Williamsberg,2025-04-18,1.0,22
4718,54,West Holly,2024-07-17,8.0,29
4719,60,West Mary,2025-08-09,4.0,30
4720,49,Hamiltonmouth,2024-03-27,6.0,18
4721,53,Robertview,2025-04-21,4.0,14
4722,50,Sharonberg,2025-02-10,6.0,16
4723,29,Maryfurt,2025-07-12,4.0,20
4724,47,Grantborough,2024-04-01,2.0,19
4725,52,Georgemouth,2025-09-30,6.0,19
4726,47,Rhondaville,2025-01-08,8.0,29
4727,53,West Ashleyhaven,2025-06-04,5.0,31
4728,59,New Benjaminbury,2025-10-31,5.0,23
4729,18,Loweland,2025-02-25,6.0,22
4730,56,Jeffreystad,2025-11-27,2.0,16
4731,30,Edwardmouth,2024-12-23,7.0,26
4732,47,East Lindsay,2025-09-04,6.0,26
4733,51,Jacksonchester,2025-05-19,5.0,14
4734,18,Port Joshuachester,2025-07-24,7.0,29
4735,44,Garciatown,2024-03-20,5.0,21
4736,31,Christineburgh,2024-04-23,4.0,18
4737,18,New Angela,2025-11-02,8.0,25
4738,51,West Tannerhaven,2025-04-08,6.0,28
4739,41,Ryanborough,2024-10-02,4.0,18
4740,55,Bonnietown,2024-09-02,7.0,29
4741,23,Davidside,2025-06-29,5.0,23
4742,48,South Teresa,2024-10-24,2.0,20
4743,33,East David,2025-11-18,4.0,25
4744,58,Allenmouth,2025-11-07,7.0,22
4745,38,Sanchezshire,2024-08-04,3.0,12
4746,55,Youngfurt,2025-07-13,9.0,24
4747,49,West Douglasmouth,2025-04-23,3.0,15
4748,44,North Oliviaborough,2024-05-27,7.0,16
4749,22,Richardville,2026-01-10,2.0,20
4750,26,West Roberttown,2025-10-07,3.0,14
4751,59,West Lisachester,2025-01-22,3.0,18
4752,38,Fosterburgh,2025-03-12,3.0,18
4753,58,Welchberg,2025-07-11,6.0,22
4754,35,South Loriberg,2025-05-04,4.0,21
4755,38,South Danielshire,2025-05-24,4.0,19
4756,37,Scotttown,2025-11-02,4.0,16
4757,57,Rebeccaside,2024-11-22,13.0,27
4758,38,West Jessicamouth,2025-02-03,3.0,15
4759,26,Colestad,2025-08-22,4.0,16
4760,60,Hoffmanland,2024-10-05,0.0,12
4761,49,Davidville,2024-06-11,4.0,21
4762,40,Tarahaven,2026-01-14,6.0,16
4763,39,East Tony,2026-01-28,8.0,24
4764,21,Simmonsberg,2025-05-16,2.0,20
4765,34,South Matthew,2025-07-16,6.0,19
4766,25,Lake Evanview,2025-07-27,1.0,9
4767,45,Lake Jeremytown,2024-08-29,6.0,27
4768,35,Thomasshire,2025-08-13,5.0,18
4769,48,West Mary,2024-08-04,11.0,23
4770,47,Jamesfort,2025-07-19,4.0,25
4771,26,East Johnview,2025-03-21,7.0,27
4772,44,North Antoniostad,2024-08-10,6.0,27
4773,44,West Sarah,2025-10-12,3.0,14
4774,30,Port Randy,2024-07-30,3.0,21
4775,31,Sarahshire,2024-10-13,3.0,20
4776,19,Ryanville,2024-11-18,7.0,22
4777,47,Turnertown,2025-09-15,2.0,22
4778,39,East Susan,2025-09-26,4.0,17
4779,52,Joshualand,2024-06-24,5.0,18
4780,40,Garretthaven,2025-01-26,6.0,27
4781,51,South Billy,2024-08-02,7.0,20
4782,19,Larsenville,2025-12-21,5.0,19
4783,19,New Juliebury,2025-06-20,6.0,23
4784,24,Port Jenniferberg,2026-03-07,9.0,21
4785,28,New Marissa,2025-06-07,2.0,14
4786,49,Lake Rebeccafurt,2025-12-05,6.0,18
4787,37,Weeksmouth,2025-10-08,6.0,16
4788,52,South Pamela,2025-09-26,4.0,20
4789,27,East Jamesside,2025-04-30,5.0,17
4790,33,South Karenbury,2025-05-07,6.0,15
4791,20,West Josephborough,2026-01-05,2.0,16
4792,53,West Steven,2024-04-18,6.0,16
4793,32,West Aliciabury,2024-05-12,4.0,21
4794,56,West Kristinaberg,2024-04-04,3.0,15
4795,22,Sharonhaven,2024-03-16,3.0,19
4796,56,Maciasburgh,2025-06-22,7.0,15
4797,55,Erintown,2026-01-03,7.0,25
4798,22,New Mark,2025-11-28,7.0,21
4799,52,Baileyborough,2025-06-20,8.0,19
4800,52,Jonathonberg,2025-10-23,7.0,25
4801,50,North Joanneville,2024-08-19,2.0,17
4802,59,Lake Troy,2024-03-30,6.0,22
4803,59,North Ambermouth,2024-05-18,5.0,22
4804,34,Marquezport,2025-03-03,4.0,14
4805,53,Annabury,2025-08-27,11.0,20
4806,34,New Carolynfort,2024-06-25,2.0,25
4807,49,Forbesberg,2026-03-08,9.0,21
4808,33,Lake Steventon,2025-03-08,3.0,24
4809,30,Blairborough,2025-03-01,5.0,20
4810,37,Julieborough,2025-09-22,8.0,21
4811,40,Deanport,2025-01-17,7.0,23
4812,56,Port Karenfort,2025-10-15,5.0,17
4813,25,Michelefort,2025-07-10,6.0,18
4814,31,East Courtney,2025-04-13,4.0,22
4815,40,West Peter,2024-03-22,3.0,19
4816,52,Port Mary,2025-08-31,9.0,24
4817,22,Christopherstad,2025-01-19,5.0,21
4818,24,Rachaelfurt,2024-08-16,6.0,16
4819,44,Kiddchester,2026-01-09,6.0,18
4820,20,Port Michealburgh,2025-11-11,9.0,25
4821,28,Port Mariafurt,2025-06-25,2.0,11
4822,34,West Amanda,2025-07-11,2.0,15
4823,49,Paulamouth,2025-07-22,4.0,23
4824,27,Huntshire,2025-01-12,7.0,22
4825,26,Ashleyhaven,2024-12-28,5.0,21
4826,50,Melissaborough,2024-04-16,3.0,18
4827,53,Hoganstad,2024-04-13,5.0,21
4828,45,Lake Michaelmouth,2024-09-14,6.0,25
4829,33,East Paula,2025-04-17,5.0,29
4830,34,Robertmouth,2025-07-24,6.0,19
4831,59,Clineside,2026-01-17,8.0,26
4832,29,Michaelstad,2025-06-13,2.0,20
4833,32,Port Deannaburgh,2024-10-11,4.0,15
4834,34,Daviston,2025-07-12,6.0,22
4835,23,New Robert,2025-03-06,2.0,16
4836,27,Hammondtown,2024-10-28,5.0,23
4837,41,Moonchester,2024-10-25,9.0,24
4838,60,Lisaborough,2025-07-10,2.0,16
4839,46,Joycefurt,2025-12-25,5.0,13
4840,50,Port Jennifer,2026-02-06,7.0,25
4841,28,Chambersport,2025-06-02,4.0,24
4842,28,North Bethton,2024-10-22,5.0,24
4843,33,Torresside,2025-12-16,4.0,17
4844,54,Jonathanland,2025-08-04,4.0,16
4845,18,Jamesville,2025-06-07,4.0,16
4846,36,Williamsfort,2024-10-16,4.0,16
4847,35,Jamesport,2024-08-11,5.0,22
4848,19,Kellytown,2024-05-02,5.0,21
4849,28,East Jeremystad,2025-03-08,5.0,16
4850,35,Julieberg,2024-05-21,5.0,24
4851,35,Port Nicholas,2025-09-01,2.0,17
4852,57,East Bradleymouth,2024-08-04,5.0,30
4853,22,Cardenaschester,2024-09-19,5.0,22
4854,41,West Sarah,2025-07-25,2.0,19
4855,42,North Lisa,2025-07-25,6.0,15
4856,50,Port Kevin,2024-07-14,3.0,11
4857,56,New Jeanshire,2024-05-03,6.0,21
4858,51,New Kim,2025-07-27,3.0,13
4859,44,Jacobfort,2024-12-05,9.0,26
4860,30,North Jonathan,2025-08-16,5.0,22
4861,59,Rochabury,2025-02-21,7.0,18
4862,27,Parkerville,2024-12-17,10.0,27
4863,39,East Donald,2024-07-16,3.0,18
4864,52,Halefort,2024-10-12,7.0,19
4865,49,West Connorville,2025-10-26,4.0,28
4866,18,Rebeccamouth,2026-03-08,3.0,15
4867,28,South Theresastad,2025-12-19,4.0,17
4868,23,Maryview,2024-12-03,6.0,21
4869,21,East Stephenville,2024-09-30,3.0,17
4870,19,North Adamville,2024-08-05,1.0,16
4871,24,North Michelle,2025-07-25,2.0,18
4872,59,East Jaredhaven,2025-07-26,8.0,28
4873,45,Sarahburgh,2024-08-27,3.0,12
4874,49,Randyhaven,2025-11-26,3.0,18
4875,31,Wallaceside,2024-10-13,7.0,14
4876,30,Lake Tonyafurt,2024-06-12,8.0,24
4877,47,Christophershire,2025-10-01,8.0,16
4878,49,Kathrynport,2024-11-08,7.0,20
4879,57,Jamesburgh,2024-06-02,7.0,31
4880,33,Hortonshire,2026-02-11,3.0,17
4881,23,Andersonborough,2024-05-03,7.0,28
4882,38,Duranland,2024-03-25,3.0,19
4883,24,North Austin,2024-11-10,3.0,17
4884,33,Padillachester,2024-09-12,3.0,16
4885,39,Charleston,2025-05-20,3.0,20
4886,55,Lake Zacharyberg,2025-04-02,2.0,12
4887,42,New Aaronport,2025-08-11,7.0,22
4888,48,Lauraside,2024-05-29,3.0,17
4889,60,Michaelville,2025-09-10,3.0,14
4890,36,North Robert,2025-06-30,5.0,20
4891,53,South Reginald,2025-12-02,7.0,20
4892,18,South Patrick,2024-04-05,3.0,14
4893,34,South Christopher,2025-11-01,6.0,23
4894,38,Lake Paul,2024-03-24,5.0,13
4895,43,West Brandymouth,2025-01-06,7.0,22
4896,52,Hayesburgh,2025-09-21,4.0,21
4897,57,South Mathew,2024-08-21,4.0,21
4898,47,New Daniel,2024-05-25,6.0,22
4899,48,South Marychester,2025-10-05,4.0,24
4900,38,Davisview,2024-11-11,4.0,18
4901,30,Rodriguezmouth,2025-07-10,7.0,23
4902,44,Port Jon,2025-03-10,4.0,23
4903,29,North John,2024-04-22,8.0,24
4904,56,North Andrew,2024-05-20,5.0,22
4905,51,South Donna,2025-03-05,10.0,21
4906,44,East Teresa,2025-12-22,3.0,13
4907,24,West Heather,2025-05-12,5.0,19
4908,51,Port Christinaton,2025-04-06,6.0,20
4909,46,Collinstown,2025-09-27,5.0,23
4910,54,Kingview,2024-06-26,9.0,26
4911,30,Sarafurt,2024-08-26,3.0,19
4912,41,West Darlene,2024-12-21,4.0,19
4913,32,Tamaraport,2024-03-15,4.0,20
4914,60,West Lawrence,2026-02-09,5.0,22
4915,56,New Adamburgh,2024-04-15,8.0,26
4916,38,Kingbury,2024-09-21,4.0,20
4917,60,West Samuel,2024-08-06,5.0,13
4918,32,Antoniochester,2025-09-24,2.0,12
4919,32,South Jermaineville,2025-09-14,5.0,27
4920,28,Carterborough,2025-09-15,6.0,16
4921,23,Port William,2025-12-02,4.0,18
4922,44,Frankborough,2025-12-24,6.0,18
4923,31,East Brittanyport,2024-11-03,5.0,17
4924,59,Laurieland,2025-07-28,2.0,13
4925,47,East Michelefurt,2026-01-04,2.0,19
4926,56,West Christopher,2024-05-30,5.0,16
4927,21,Franciscoville,2024-11-06,1.0,14
4928,42,New Ianmouth,2025-04-12,5.0,21
4929,27,Mikeside,2025-01-18,5.0,21
4930,37,South Darrylfurt,2025-03-15,3.0,18
4931,58,West Emily,2025-05-02,3.0,17
4932,27,Allisonburgh,2025-08-17,4.0,18
4933,24,Diaztown,2025-03-25,3.0,16
4934,29,West Kimberly,2024-07-22,3.0,19
4935,48,Jonesview,2025-12-12,4.0,26
4936,19,New Scott,2025-10-23,5.0,25
4937,29,West Traceyburgh,2024-08-13,4.0,23
4938,29,East Christineport,2024-11-16,2.0,16
4939,26,Lindatown,2024-08-03,8.0,21
4940,56,Stevenside,2025-09-24,7.0,30
4941,41,Marcoton,2025-10-11,5.0,22
4942,34,East Kara,2025-04-02,3.0,12
4943,33,Fisherstad,2025-02-18,6.0,20
4944,48,Port Victoriastad,2026-02-10,3.0,14
4945,28,South Nicole,2025-02-20,1.0,20
4946,54,Port Kennethchester,2025-10-24,5.0,19
4947,53,South Heidi,2026-01-05,4.0,16
4948,20,Jeremyborough,2025-11-07,4.0,20
4949,25,North Gabriella,2026-02-19,7.0,18
4950,45,Benjaminmouth,2025-12-17,6.0,22
4951,27,Rodriguezchester,2025-11-16,6.0,18
4952,23,East Katie,2025-01-17,6.0,16
4953,53,New Matthew,2025-07-27,5.0,28
4954,52,New Brandon,2026-01-04,3.0,17
4955,38,West Kiara,2024-04-21,5.0,23
4956,27,West Jeremy,2024-10-20,4.0,16
4957,19,Justinton,2025-04-18,6.0,24
4958,42,Jonestown,2024-04-05,3.0,14
4959,27,Charlesstad,2025-09-15,5.0,17
4960,33,Davidhaven,2024-05-03,1.0,15
4961,58,Lake Michelle,2024-08-22,3.0,12
4962,34,Haileymouth,2026-03-02,5.0,25
4963,32,Edwardmouth,2025-12-18,5.0,23
4964,44,Candacechester,2025-06-08,9.0,25
4965,21,Joshuaside,2024-07-29,3.0,23
4966,35,North Jeffrey,2024-10-23,6.0,23
4967,47,Port Ericberg,2026-01-30,4.0,16
4968,19,East Abigail,2024-06-08,2.0,13
4969,48,New Cassidyfurt,2024-04-11,4.0,23
4970,33,Johnsonside,2025-12-20,8.0,20
4971,30,New Roy,2024-12-08,4.0,19
4972,48,New Bianca,2024-10-14,3.0,17
4973,46,West Williamburgh,2025-08-24,3.0,16
4974,46,Port Ashleyside,2025-04-30,3.0,28
4975,47,Port Adamland,2025-04-24,3.0,21
4976,57,Cameronland,2025-06-14,3.0,21
4977,33,West Johnfurt,2025-08-16,3.0,20
4978,44,South Ericland,2024-04-09,5.0,26
