user_id,age,location,signup_date,total_purchases,total_events,segment
4151,28,South Austinberg,2025-12-25,5.0,23,2
4152,29,South Marvin,2024-03-09,3.0,20,2
4153,41,New Ryan,2024-12-19,5.0,13,0
4154,47,Carlsonport,2025-01-05,6.0,24,2
4155,43,Kevinbury,2026-01-08,8.0,24,1
4156,57,Jasminebury,2025-03-01,5.0,27,2
4157,41,Johnberg,2025-09-16,6.0,19,3
4158,60,Traciefort,2024-08-11,5.0,16,3
4159,24,Gardnerville,2025-06-15,4.0,28,2
4160,41,Sandraborough,2026-01-09,2.0,17,0
4161,57,East Melody,2025-02-02,5.0,14,3
4162,31,South Emmaton,2024-04-14,4.0,11,0
4163,57,Fryebury,2025-04-24,9.0,25,1
4164,42,Kylechester,2025-03-11,7.0,30,1
4165,42,North Megan,2025-12-23,6.0,22,2
4166,28,West Kimberly,2024-04-06,9.0,23,1
4167,31,Jonathanstad,2025-04-28,4.0,24,2
4168,43,Markport,2024-08-03,6.0,21,3
4169,55,North Denisetown,2025-07-20,8.0,22,1
4170,36,Smithberg,2024-08-14,5.0,24,2
4171,50,New Patricia,2026-01-05,7.0,28,1
4172,32,Port Monica,2024-12-22,3.0,24,2
4173,54,South Jordanhaven,2024-09-23,6.0,18,3
4174,46,New Valerie,2025-11-30,3.0,20,2
4175,20,Waltonberg,2024-09-06,4.0,25,2
4176,51,Lake Jessicafurt,2024-12-04,2.0,15,0
4177,26,East Anthonychester,2026-03-06,6.0,23,2
4178,27,Carterberg,2025-04-30,7.0,17,3
4179,44,East Jacquelineton,2024-10-26,6.0,25,2
4180,57,Lake Nicolechester,2025-04-16,5.0,22,2
4181,51,Lake Philipfurt,2025-07-24,5.0,19,3
4182,39,North Mark,2025-01-19,10.0,22,1
4183,48,Beverlyport,2025-12-13,5.0,21,2
4184,28,West Thomasview,2024-06-23,3.0,16,0
4185,42,Blackton,2024-11-12,1.0,17,0
4186,49,South Daniel,2024-06-28,4.0,14,0
4187,49,New Marthaborough,2024-12-02,5.0,17,3
4188,53,South Tracyview,2024-08-01,2.0,15,0
4189,51,Lake Christopherstad,2025-05-21,6.0,18,3
4190,55,Mirandamouth,2024-12-31,3.0,20,2
4191,55,Johnsonview,2024-09-24,10.0,25,1
4192,46,New Blakefurt,2024-10-04,5.0,22,2
4193,43,Amandafort,2024-05-10,8.0,22,1
4194,19,Port Richard,2025-01-18,7.0,23,1
4195,52,Thomasville,2025-02-03,5.0,15,3
4196,24,New Barbaraland,2025-07-18,0.0,12,0
4197,48,Mitchellbury,2024-11-12,8.0,18,3
4198,45,East Patriciaberg,2025-06-14,7.0,29,1
4199,23,Stanleyhaven,2024-07-18,4.0,18,3
4200,53,Charlesmouth,2025-07-22,4.0,11,0
4201,56,Woodsfurt,2024-07-03,3.0,19,0
4202,26,Marksfurt,2024-12-22,2.0,19,0
4203,51,Popeburgh,2025-08-21,9.0,22,1
4204,43,West Eric,2026-01-28,4.0,27,2
4205,51,Lake Alexandria,2025-08-29,7.0,19,3
4206,42,Stephaniemouth,2026-01-09,1.0,19,0
4207,38,Christyburgh,2024-07-11,5.0,22,2
4208,20,North Keith,2026-01-22,4.0,19,3
4209,48,South Ronald,2025-09-04,6.0,22,2
4210,22,West Karen,2025-07-19,5.0,17,3
4211,36,New Richard,2024-09-27,8.0,22,1
4212,44,Lake Lindastad,2025-03-16,9.0,18,3
4213,29,Eddiechester,2024-10-03,6.0,25,2
4214,28,Hernandezchester,2024-03-15,6.0,25,2
4215,19,West Sean,2025-07-07,7.0,24,1
4216,19,Garyborough,2025-11-20,7.0,23,1
4217,26,Lake Jasmine,2025-02-17,5.0,24,2
4218,26,Lake Adamstad,2025-06-20,4.0,15,0
4219,57,West Tyler,2024-10-20,10.0,22,1
4220,19,Phillipburgh,2026-01-11,2.0,20,0
4221,50,Bradside,2024-06-15,2.0,20,0
4222,30,Sergioland,2025-07-23,8.0,25,1
4223,30,West Angela,2024-12-19,7.0,20,3
4224,31,East Laura,2025-12-07,1.0,20,0
4225,23,Port Rhondaland,2024-05-19,5.0,20,3
4226,57,East Toni,2025-07-04,6.0,20,3
4227,18,Whitneyport,2025-12-25,7.0,23,1
4228,42,Williamsberg,2025-05-28,6.0,22,2
4229,28,Kevinchester,2025-09-07,5.0,17,3
4230,27,Stephenside,2024-03-21,6.0,22,2
4231,34,Smithview,2025-05-19,3.0,15,0
4232,21,Port Erinshire,2024-10-25,7.0,23,1
4233,45,Johnsonmouth,2024-08-08,4.0,18,3
4234,56,South Nicole,2025-05-22,1.0,14,0
4235,19,Kennethville,2025-10-29,3.0,13,0
4236,49,Freemanberg,2025-08-01,6.0,22,2
4237,36,Lake Jessica,2024-04-03,3.0,22,2
4238,55,East Markfurt,2025-11-17,3.0,17,0
4239,23,Ortizmouth,2024-11-11,6.0,18,3
4240,58,Colleenhaven,2024-03-21,4.0,19,3
4241,24,Carterton,2026-02-07,4.0,21,2
4242,23,Parkerland,2026-01-01,2.0,14,0
4243,26,North Kathleen,2025-08-08,7.0,22,1
4244,45,New Steve,2024-12-28,2.0,16,0
4245,24,Smithborough,2024-05-23,6.0,20,3
4246,40,Walkerchester,2024-07-03,3.0,20,2
4247,20,Port Brianshire,2024-03-21,2.0,21,2
4248,44,Karashire,2025-07-02,4.0,14,0
4249,20,Port Toddview,2024-04-10,4.0,26,2
4250,26,Port Emily,2025-08-01,5.0,15,3
4251,52,West Edward,2024-04-21,3.0,17,0
4252,22,Richardsonmouth,2024-04-04,8.0,25,1
4253,36,Lake Tracyfurt,2026-02-22,5.0,22,2
4254,18,South Nicole,2024-10-01,2.0,14,0
4255,34,Sarahville,2025-03-25,4.0,18,3
4256,51,Websterview,2024-10-13,5.0,28,2
4257,58,Whitemouth,2026-02-16,15.0,33,1
4258,23,West Leon,2026-03-08,4.0,13,0
4259,58,North Kathrynmouth,2024-06-12,3.0,17,0
4260,38,Richardsshire,2024-05-25,5.0,18,3
4261,21,Port Anthony,2025-08-20,5.0,19,3
4262,51,West Patrick,2025-03-29,6.0,20,3
4263,38,South Tony,2024-12-30,3.0,12,0
4264,22,Rachelmouth,2024-12-30,2.0,16,0
4265,25,Westchester,2024-04-12,4.0,23,2
4266,26,Lake Maryton,2025-12-25,8.0,24,1
4267,25,Jacobfort,2024-07-02,5.0,20,3
4268,37,Nelsonstad,2024-10-17,5.0,25,2
4269,51,Taylorchester,2024-09-01,5.0,20,3
4270,19,East Paulport,2025-01-12,7.0,24,1
4271,56,New Catherine,2024-06-05,4.0,16,0
4272,50,Williamsland,2025-05-01,6.0,19,3
4273,31,New Angelaside,2025-09-04,5.0,10,0
4274,44,North Robert,2025-01-06,6.0,17,3
4275,38,New Nicoleborough,2025-09-20,5.0,17,3
4276,31,Potterstad,2025-06-20,3.0,21,2
4277,37,West Michael,2025-09-23,5.0,24,2
4278,41,Mathewston,2025-05-02,2.0,15,0
4279,58,West Robert,2024-06-18,8.0,26,1
4280,44,Alexandermouth,2024-11-29,4.0,19,3
4281,60,Manningmouth,2026-03-02,1.0,13,0
4282,54,Mariafort,2025-07-17,8.0,26,1
4283,32,West Anthony,2025-04-04,6.0,19,3
4284,37,Davidport,2024-06-20,1.0,15,0
4285,26,Lake Calebhaven,2024-06-17,9.0,25,1
4286,36,Collinsstad,2025-06-24,4.0,15,0
4287,19,Port Jamie,2025-02-10,4.0,18,3
4288,34,Shannonfort,2024-08-24,6.0,20,3
4289,56,Hansenfort,2024-12-28,2.0,17,0
4290,49,East Jenniferburgh,2024-04-25,6.0,22,2
4291,40,Garybury,2025-11-23,5.0,26,2
4292,51,East Antonio,2025-05-04,2.0,21,2
4293,32,Francismouth,2025-11-16,5.0,18,3
4294,47,Lake Lauren,2024-10-23,3.0,17,0
4295,47,West Ryan,2025-03-30,3.0,16,0
4296,40,North Michaeltown,2025-04-30,7.0,19,3
4297,59,North Tamara,2025-03-23,5.0,22,2
4298,35,Barbaraview,2024-04-19,4.0,16,0
4299,33,West Mark,2024-06-29,4.0,22,2
4300,59,Cervantesshire,2024-04-10,4.0,21,2
4301,19,Crawfordside,2024-10-11,3.0,17,0
4302,37,Schmidtbury,2024-04-15,6.0,25,2
4303,35,Lake Luke,2026-02-05,5.0,24,2
4304,23,East Luis,2024-09-02,3.0,16,0
4305,57,West Heatherborough,2025-01-23,8.0,18,3
4306,58,Jasonshire,2025-01-06,10.0,23,1
4307,24,West Michaelfurt,2025-03-20,3.0,18,0
4308,55,New Denisechester,2026-01-05,4.0,16,0
4309,46,Riceborough,2025-05-17,5.0,22,2
4310,26,Herbertstad,2026-01-05,4.0,24,2
4311,47,South Jesusview,2024-07-03,3.0,12,0
4312,34,Lake Austinville,2026-01-16,4.0,18,3
4313,48,North Richard,2025-06-09,4.0,16,0
4314,57,South Adamborough,2025-10-05,2.0,18,0
4315,27,Amymouth,2024-09-04,3.0,20,2
4316,22,West Samuel,2026-02-16,2.0,13,0
4317,31,Juliechester,2024-05-15,4.0,26,2
4318,21,Ericksonville,2024-07-04,6.0,15,3
4319,55,Lake Sherrychester,2025-02-22,6.0,31,1
4320,44,New Scott,2024-07-19,2.0,20,0
4321,51,Annemouth,2024-03-27,6.0,20,3
4322,39,South Dawn,2026-02-09,6.0,25,2
4323,60,Kylechester,2025-12-13,9.0,26,1
4324,58,Cameronview,2025-08-21,6.0,20,3
4325,21,Lake Brandontown,2024-11-29,6.0,18,3
4326,31,Tylerland,2026-02-18,1.0,11,0
4327,53,Mariaview,2024-10-13,1.0,14,0
4328,58,Lake Richard,2024-10-01,1.0,18,0
4329,42,Port Melissafurt,2024-12-29,8.0,28,1
4330,52,Lake Alanfort,2024-08-05,7.0,18,3
4331,26,East Stephen,2025-02-12,1.0,9,0
4332,35,North Timothy,2024-11-07,2.0,12,0
4333,23,Wrightside,2025-04-06,6.0,19,3
4334,35,Brooksview,2024-05-26,3.0,20,2
4335,55,Howellland,2025-06-30,2.0,19,0
4336,43,Robertton,2024-05-08,2.0,23,2
4337,53,South Nicholasfurt,2025-08-10,4.0,27,2
4338,24,Parksport,2025-06-08,4.0,18,3
4339,59,Jeremyland,2025-09-28,5.0,17,3
4340,48,Port Kenneth,2025-11-01,4.0,21,2
4341,37,Kingbury,2024-07-22,3.0,25,2
4342,42,Mcclainville,2025-08-18,1.0,13,0
4343,26,Curtiston,2025-04-19,4.0,20,2
4344,58,Davidsonchester,2025-01-04,6.0,25,2
4345,47,North Paulfort,2025-05-16,4.0,20,2
4346,44,Gregfort,2025-12-21,6.0,23,2
4347,50,North Kaitlin,2024-08-14,5.0,24,2
4348,58,South Brian,2025-09-28,3.0,17,0
4349,28,East Lindsey,2024-11-03,8.0,21,1
4350,38,North Stacy,2025-03-15,3.0,22,2
4351,44,West Jamie,2025-08-07,11.0,16,3
4352,51,Scottville,2024-12-26,6.0,23,2
4353,23,Cassietown,2024-12-06,1.0,13,0
4354,35,Port Nancyburgh,2024-09-16,4.0,15,0
4355,59,Sharonstad,2024-10-16,3.0,14,0
4356,22,West Arianahaven,2025-08-22,4.0,30,2
4357,47,Kevinmouth,2024-09-07,10.0,29,1
4358,20,New Emilyshire,2024-12-31,2.0,17,0
4359,35,West Peterland,2025-06-21,1.0,21,0
4360,22,South Heather,2026-02-20,3.0,20,2
4361,34,Ryanhaven,2025-01-30,6.0,24,2
4362,29,Smithbury,2025-10-14,6.0,25,2
4363,27,New David,2024-11-19,9.0,24,1
4364,24,East Amandabury,2026-02-25,7.0,23,1
4365,18,New Michael,2025-01-31,13.0,29,1
4366,41,Cranechester,2024-06-27,9.0,19,1
4367,39,Welchborough,2025-10-22,9.0,31,1
4368,55,North Jason,2026-01-26,3.0,20,2
4369,45,Richardfurt,2024-04-16,9.0,35,1
4370,51,New Alexandria,2025-07-24,7.0,21,3
4371,32,Martinezstad,2026-02-18,9.0,22,1
4372,43,Lake Taylor,2025-02-21,8.0,22,1
4373,24,North Tylermouth,2024-08-29,4.0,18,3
4374,42,Fraziershire,2025-05-01,9.0,18,3
4375,27,Simmonstown,2025-05-29,3.0,16,0
4376,24,Calvinview,2024-09-19,4.0,18,3
4377,34,North Joseph,2024-06-02,7.0,18,3
4378,25,Joshuaton,2025-06-29,5.0,19,3
4379,23,Yolandaside,2024-07-14,4.0,21,2
4380,58,Lauraview,2025-12-19,5.0,23,2
4381,32,New Ericafurt,2026-02-08,4.0,18,3
4382,20,Steveshire,2026-02-11,5.0,19,3
4383,37,New Sandra,2026-01-03,5.0,16,3
4384,31,Emilymouth,2025-07-13,9.0,30,1
4385,25,North Jessehaven,2025-08-29,4.0,19,3
4386,51,Jessicaport,2024-05-19,5.0,18,3
4387,37,Clarkfurt,2024-09-05,10.0,27,1
4388,20,Adkinsmouth,2024-06-08,2.0,21,2
4389,35,Nicoleville,2026-03-07,7.0,21,3
4390,29,Johnsonmouth,2025-12-30,3.0,16,0
4391,57,Youngfort,2025-08-10,7.0,21,3
4392,58,Lewisville,2024-05-07,4.0,16,0
4393,18,New Dustinborough,2025-04-23,6.0,20,3
4394,46,West Robert,2025-04-25,5.0,14,3
4395,60,Barryhaven,2024-03-12,6.0,13,3
4396,20,New Ryan,2024-08-25,3.0,21,2
4397,38,Christopherstad,2025-10-19,6.0,15,3
4398,57,West Danielchester,2024-10-03,7.0,24,1
4399,26,Nelsonmouth,2025-07-08,3.0,14,0
4400,47,New Kathleen,2024-03-15,6.0,18,3
4401,57,Kevinland,2025-07-15,6.0,28,1
4402,31,New Jeffery,2025-08-14,2.0,15,0
4403,50,South Wendyberg,2024-12-12,2.0,13,0
4404,21,West Holly,2025-07-08,5.0,22,2
4405,41,West Alanburgh,2025-04-19,7.0,25,1
4406,37,Douglasport,2024-11-18,2.0,14,0
4407,22,Mcculloughborough,2024-12-02,5.0,19,3
4408,47,Janetmouth,2024-06-23,5.0,21,2
4409,42,Rebeccaton,2026-02-22,2.0,10,0
4410,23,Colonfort,2026-01-14,5.0,22,2
4411,26,Jamesfurt,2024-05-11,6.0,26,1
4412,54,Erikafort,2024-10-27,7.0,20,3
4413,55,Mariafurt,2026-02-10,4.0,20,2
4414,36,Leberg,2024-10-21,9.0,22,1
4415,36,Briannaburgh,2025-01-26,7.0,21,3
4416,29,Lake Amyton,2025-07-26,5.0,13,0
4417,35,West Donnaport,2025-12-25,11.0,27,1
4418,46,West Alexandraville,2025-06-18,3.0,14,0
4419,38,Carlychester,2024-05-21,5.0,16,3
4420,58,South Christopherborough,2024-05-19,4.0,25,2
4421,41,Garciaburgh,2025-08-12,3.0,20,2
4422,20,Heatherville,2025-12-11,2.0,17,0
4423,53,East Ryan,2024-09-22,7.0,19,3
4424,34,Andrewsmouth,2025-01-23,6.0,14,3
4425,39,Butlerview,2024-06-03,2.0,17,0
4426,40,Port Anna,2024-04-26,3.0,18,0
4427,42,East Christina,2026-01-29,5.0,20,3
4428,60,West Lawrence,2024-12-31,4.0,17,0
4429,51,Wallmouth,2024-04-25,9.0,24,1
4430,45,Maxwellville,2025-04-01,8.0,21,1
4431,54,Johnborough,2025-04-24,6.0,19,3
4432,41,North Maria,2024-07-10,4.0,12,0
4433,25,South Nicoleborough,2025-09-02,4.0,27,2
4434,24,West Jeffreyberg,2025-12-14,6.0,23,2
4435,31,Lake Eric,2025-08-25,5.0,24,2
4436,35,North Vanessa,2026-03-02,7.0,28,1
4437,38,West Vicki,2024-03-11,5.0,18,3
4438,60,West Elizabeth,2025-12-11,5.0,20,3
4439,35,Campbellview,2025-03-04,2.0,21,2
4440,41,South Davidhaven,2025-04-07,4.0,19,3
4441,34,East Jose,2024-09-03,3.0,24,2
4442,39,South Michaelview,2026-01-02,4.0,16,0
4443,29,Cynthiaville,2024-10-09,8.0,19,3
4444,36,Burnston,2024-03-21,7.0,24,1
4445,39,North Debra,2025-05-23,8.0,19,3
4446,18,New Krystal,2025-08-08,7.0,25,1
4447,32,Anthonyborough,2025-11-15,5.0,23,2
4448,19,Port Reginald,2025-05-07,4.0,21,2
4449,53,West Emily,2026-02-01,5.0,26,2
4450,54,Royville,2025-03-05,3.0,12,0
4451,36,Ritaport,2024-03-29,3.0,22,2
4452,27,West Stephanieborough,2024-06-04,5.0,22,2
4453,26,West Cherylstad,2024-10-31,5.0,13,0
4454,23,East Ashleyland,2025-04-16,4.0,27,2
4455,28,Jamieberg,2026-01-07,5.0,23,2
4456,58,North Scottchester,2025-08-07,4.0,13,0
4457,35,Port Lauren,2024-07-22,7.0,24,1
4458,41,Ewingside,2025-09-06,2.0,13,0
4459,20,Cynthiaberg,2025-10-08,5.0,27,2
4460,58,Thomastown,2024-06-03,3.0,17,0
4461,55,Port Andrewmouth,2025-10-14,6.0,14,3
4462,39,Lake Brandytown,2024-09-08,4.0,18,3
4463,30,New Michael,2024-05-05,9.0,32,1
4464,44,North David,2024-07-22,10.0,17,3
4465,50,Meltontown,2024-08-31,4.0,23,2
4466,44,Joshuaton,2025-01-28,6.0,17,3
4467,36,West Richard,2025-02-18,7.0,27,1
4468,45,Penachester,2024-10-30,1.0,15,0
4469,37,Smithberg,2025-03-18,6.0,27,1
4470,56,North Shaun,2025-10-25,5.0,19,3
4471,45,West Michael,2025-11-25,6.0,18,3
4472,46,Taylormouth,2024-04-30,11.0,26,1
4473,28,North Miguelchester,2024-10-28,8.0,24,1
4474,51,North Tracy,2025-08-17,7.0,27,1
4475,38,Port Bryan,2025-08-30,4.0,18,3
4476,46,Kimberlyport,2024-10-26,3.0,14,0
4477,53,Lake Brookeport,2024-09-02,5.0,27,2
4478,51,North Melanieborough,2025-06-21,13.0,25,1
4479,33,Robertport,2024-09-16,1.0,18,0
4480,46,Port Robert,2024-09-26,3.0,19,0
4481,59,Monroemouth,2025-02-18,7.0,23,1
4482,39,Port Anthony,2024-08-15,6.0,24,2
4483,37,Lake Timothychester,2024-10-19,2.0,13,0
4484,27,East Karenview,2025-12-13,6.0,15,3
4485,19,Bakermouth,2024-05-14,3.0,15,0
4486,25,North Kenneth,2025-01-15,4.0,18,3
4487,50,Johnmouth,2025-05-03,4.0,21,2
4488,43,Bethland,2025-10-13,8.0,21,1
4489,43,Port Natalie,2025-02-14,6.0,18,3
4490,40,Amandafurt,2024-10-25,5.0,19,3
4491,21,Harrisland,2025-07-07,12.0,24,1
4492,19,Ashleyburgh,2025-08-18,9.0,27,1
4493,40,Port John,2024-05-23,4.0,18,3
4494,50,Jessicachester,2024-07-29,3.0,12,0
4495,29,Lake Joseph,2024-08-07,2.0,11,0
4496,21,Wheelerport,2026-02-28,6.0,16,3
4497,22,Port Kaylaburgh,2024-12-22,5.0,28,2
4498,49,Jennifermouth,2026-03-03,4.0,26,2
4499,34,Lake Jackport,2025-02-05,3.0,20,2
4500,27,Nataliefort,2026-02-06,6.0,21,3
4501,31,East Alexander,2026-02-03,4.0,13,0
4502,39,Bryantmouth,2024-12-25,5.0,26,2
4503,52,Port Paulaburgh,2024-10-22,3.0,17,0
4504,40,North Robinstad,2026-02-13,3.0,21,2
4505,33,New Jamesside,2025-06-11,5.0,24,2
4506,36,Lake Mary,2025-02-18,4.0,19,3
4507,54,Lake James,2025-04-25,4.0,19,3
4508,57,Port Sheliatown,2024-12-29,8.0,25,1
4509,56,Grayhaven,2024-06-19,5.0,9,0
4510,59,Candiceborough,2024-07-02,6.0,24,2
4511,49,East Christopherville,2024-06-30,5.0,14,3
4512,43,Randallburgh,2025-08-28,2.0,18,0
4513,21,East Gary,2025-06-16,9.0,21,1
4514,21,East Jillland,2024-06-30,6.0,24,2
4515,51,Benjaminborough,2025-12-15,5.0,21,2
4516,60,Zacharyton,2024-08-28,3.0,16,0
4517,42,Evansport,2024-07-26,3.0,25,2
4518,35,Alexandermouth,2024-06-24,5.0,22,2
4519,43,New Francisco,2024-09-07,7.0,21,3
4520,23,North Jefferyburgh,2025-02-01,5.0,19,3
4521,22,North Michaelfort,2026-02-17,7.0,24,1
4522,18,Parkerland,2024-08-16,7.0,21,3
4523,50,West Elizabethchester,2026-03-09,2.0,16,0
4524,33,Rodriguezberg,2025-08-10,3.0,17,0
4525,27,Stuartview,2025-10-06,3.0,9,0
4526,45,Lake Michelleton,2025-01-03,11.0,29,1
4527,51,New Andrewborough,2024-05-08,5.0,17,3
4528,20,Ronaldberg,2025-05-09,5.0,16,3
4529,44,Collinschester,2024-04-04,6.0,18,3
4530,47,South Jamie,2025-12-10,5.0,27,2
4531,38,East Kathleen,2025-06-20,1.0,23,2
4532,60,Tylerborough,2024-07-22,4.0,15,0
4533,45,Schultzfort,2025-12-11,4.0,14,0
4534,34,Port Stevenbury,2026-01-27,5.0,23,2
4535,33,Willieport,2025-11-26,5.0,16,3
4536,51,Carrieton,2024-07-21,7.0,16,3
4537,47,Barronland,2025-08-17,6.0,21,3
4538,59,Port Miaburgh,2026-03-01,8.0,22,1
4539,37,Wellshaven,2024-08-15,3.0,23,2
4540,34,West Shawnmouth,2025-10-28,4.0,18,3
4541,58,West Lisa,2024-03-15,4.0,20,2
4542,42,Lake Christopher,2025-12-25,9.0,13,3
4543,49,Jeffreyfurt,2025-04-07,7.0,23,1
4544,53,Stacyberg,2025-08-04,7.0,22,1
4545,42,Lake Rebecca,2024-10-08,5.0,17,3
4546,33,Lowemouth,2025-08-18,1.0,19,0
4547,44,Victoriaside,2025-12-21,6.0,30,1
4548,36,Nicholasstad,2024-04-06,5.0,17,3
4549,36,Kingstad,2024-08-04,5.0,19,3
4550,41,Johnnymouth,2025-08-19,7.0,23,1
4551,49,Osborneberg,2024-08-27,5.0,21,2
4552,53,East Yvonne,2025-09-21,7.0,22,1
4553,29,Cynthiafurt,2024-09-02,4.0,15,0
4554,24,East Donald,2025-11-13,5.0,17,3
4555,39,East Amandaberg,2024-12-07,8.0,16,3
4556,37,Port Connie,2024-11-11,4.0,26,2
4557,46,New Lauren,2024-12-01,1.0,14,0
4558,48,Rachelberg,2024-12-08,2.0,20,0
4559,38,Brownfurt,2024-11-21,8.0,21,1
4560,59,South Jacqueline,2024-06-13,5.0,18,3
4561,51,Sarahburgh,2025-03-13,4.0,16,0
4562,38,Port Pamela,2025-11-01,5.0,21,2
4563,47,New Jose,2024-09-27,1.0,14,0
4564,33,West Theresaview,2024-11-21,3.0,18,0
4565,21,Batesfurt,2024-06-25,2.0,23,2
4566,45,Maureenfort,2024-07-18,6.0,20,3
4567,44,Masonton,2026-01-03,4.0,21,2
4568,21,Annmouth,2025-05-22,5.0,23,2
4569,32,Angelahaven,2025-09-19,5.0,17,3
4570,51,East Danielberg,2025-05-29,7.0,15,3
4571,22,Jerryville,2024-08-27,7.0,25,1
4572,57,East Lauraport,2024-11-05,4.0,14,0
4573,56,West James,2024-03-14,7.0,19,3
4574,42,Taylorville,2025-01-19,4.0,14,0
4575,50,Hernandezton,2024-08-22,4.0,20,2
4576,21,Wolfeburgh,2024-08-11,4.0,14,0
4577,34,Port Courtneymouth,2025-10-03,4.0,19,3
4578,32,Scotttown,2026-02-07,10.0,27,1
4579,27,Yeseniaton,2025-02-09,7.0,14,3
4580,54,Port Christopher,2025-07-11,6.0,20,3
4581,47,West Nicolemouth,2025-11-25,2.0,15,0
4582,34,Wilsontown,2025-03-25,5.0,19,3
4583,35,South Tristan,2024-12-21,4.0,23,2
4584,32,Markbury,2024-10-04,10.0,28,1
4585,41,Port Bobby,2025-10-21,5.0,13,0
4586,28,Port Mitchell,2026-02-25,2.0,20,0
4587,46,Jackiehaven,2024-12-27,9.0,26,1
4588,24,Howellport,2025-03-25,8.0,23,1
4589,44,Powellmouth,2025-12-13,7.0,28,1
4590,39,Scottside,2026-01-17,5.0,22,2
4591,46,Masonchester,2024-05-30,2.0,17,0
4592,25,Christopherton,2025-09-23,7.0,15,3
4593,45,Port Jill,2024-04-22,3.0,15,0
4594,23,New Richard,2025-09-13,6.0,22,2
4595,30,Port Austin,2024-03-16,2.0,21,2
4596,34,Sarahburgh,2025-12-26,7.0,18,3
4597,27,Shannonville,2025-10-19,10.0,27,1
4598,56,New Daryl,2025-02-28,4.0,19,3
4599,22,North Jacquelineborough,2025-06-18,9.0,21,1
4600,36,South Cory,2026-02-19,1.0,15,0
4601,40,Schultzbury,2024-05-16,3.0,12,0
4602,54,North David,2024-04-19,5.0,23,2
4603,39,Garzaland,2025-06-13,4.0,17,0
4604,40,East Austinburgh,2025-11-27,14.0,32,1
4605,48,Russellshire,2024-09-25,7.0,21,3
4606,39,North Jill,2024-09-15,3.0,19,0
4607,30,West Samanthamouth,2025-05-07,2.0,15,0
4608,35,Velezville,2025-08-20,5.0,21,2
4609,39,Martinton,2024-05-30,4.0,20,2
4610,30,South Thomas,2025-08-16,4.0,23,2
4611,41,Morganshire,2025-10-26,7.0,28,1
4612,41,Harrisport,2025-10-15,8.0,26,1
4613,18,South Davidbury,2025-09-28,6.0,22,2
4614,43,Carrollberg,2025-08-27,6.0,16,3
4615,40,Meganville,2025-04-25,7.0,23,1
4616,36,South Kristiville,2024-04-07,2.0,15,0
4617,57,Martinland,2025-12-19,5.0,25,2
4618,35,Deanton,2025-10-21,7.0,24,1
4619,38,Benjaminchester,2024-06-01,4.0,13,0
4620,49,Clarkborough,2026-01-19,8.0,23,1
4621,43,Phillipton,2026-02-22,2.0,9,0
4622,36,Rogersfurt,2026-01-28,6.0,23,2
4623,60,Nicolehaven,2025-07-25,5.0,22,2
4624,40,Jordanmouth,2025-12-20,3.0,26,2
4625,37,Stacyland,2024-03-15,3.0,18,0
4626,44,West Amandastad,2024-12-12,5.0,17,3
4627,38,North Katherine,2025-04-03,5.0,22,2
4628,26,Brookehaven,2024-08-16,5.0,30,2
4629,58,Ramirezfurt,2024-09-07,6.0,17,3
4630,49,Raymondmouth,2025-03-24,9.0,18,3
4631,52,Trevorton,2024-07-02,1.0,17,0
4632,22,Donfurt,2025-05-18,4.0,19,3
4633,19,East Kevin,2026-02-27,5.0,18,3
4634,57,South Allen,2025-01-01,5.0,21,2
4635,32,Alexaside,2024-04-02,6.0,27,1
4636,30,Nguyenburgh,2024-03-28,7.0,21,3
4637,41,West Shannon,2024-06-14,5.0,15,3
4638,31,Jodiview,2025-12-20,7.0,27,1
4639,28,Patrickside,2024-08-18,5.0,24,2
4640,20,Anthonyborough,2024-12-08,3.0,18,0
4641,32,South Michelemouth,2024-04-03,9.0,26,1
4642,32,South Dominic,2025-04-12,7.0,22,1
4643,45,Port Jessicaville,2024-08-18,6.0,15,3
4644,44,Lake Monicafurt,2024-07-29,4.0,11,0
4645,36,Zacharymouth,2025-10-21,4.0,13,0
4646,32,Leachview,2024-11-23,7.0,20,3
4647,38,Carolineville,2025-01-30,6.0,21,3
4648,29,Patrickburgh,2025-10-29,3.0,15,0
4649,40,South Patrickborough,2025-03-09,5.0,13,0
4650,52,Lake Danny,2024-11-23,4.0,24,2
4651,42,Krauseshire,2024-05-04,4.0,19,3
4652,59,East Sara,2024-12-31,5.0,22,2
4653,41,East Jamie,2024-10-08,4.0,22,2
4654,48,Richardsonville,2025-05-09,0.0,11,0
4655,41,Elizabethport,2025-01-29,3.0,20,2
4656,53,East Peggy,2025-12-10,10.0,25,1
4657,28,Hinesview,2025-09-19,5.0,17,3
4658,43,North Shelby,2025-05-05,8.0,23,1
4659,29,New Amber,2025-01-04,4.0,32,2
4660,46,Frazierport,2025-10-25,9.0,24,1
4661,38,Jillport,2025-04-15,11.0,23,1
4662,25,Wallacebury,2024-05-30,4.0,19,3
4663,38,Colemouth,2025-10-30,3.0,14,0
4664,20,Brewerstad,2024-06-23,4.0,22,2
4665,35,New Johnathan,2025-04-14,4.0,19,3
4666,30,West Jason,2026-01-14,4.0,26,2
4667,38,East Ariel,2026-02-02,5.0,20,3
4668,27,West Saraberg,2025-01-15,2.0,25,2
4669,37,Bradleyview,2024-10-28,5.0,19,3
4670,20,New Krista,2025-07-27,9.0,24,1
